name,description,meta_desc,website,facebook_link,ticket_link,start_date,end_date,min_price,max_price,capacity,is_free,postal_code,city,canton,coord_x,coord_y
Lausanne Underground,"Le Lausanne Underground Film & Music Festival (LUFF) s'applique depuis maintenant quatorze ans à ne pas caresser le spectateur dans le sens du poil, en proposant une programmation hors normes et originale. 

 Le LUFF fusionne la musique et le 7e art dans une alchimie d'images insolites et de sonorités xénomorphes, créations d’artistes novateurs ou avant-gardistes internationaux peu représentés sur le territoire Suisse.

 Le LUFF est aujourd'hui un festival reconnu par les institutions, sans pour autant être rentré dans le rang; il prend chaque année ses quartiers principaux dans les salles de la Cinémathèque Suisse.","Le Lausanne Underground Film & Music Festival (LUFF) s'applique depuis maintenant quatorze ans à ne pas caresser le spectateur dans le sens du poil, en proposant une programmation hors normes et...",http://www.luff.ch,https://www.facebook.com/luffestival,,2016-10-19,2016-10-23,17.0,40.0,450.0,False,1003,Lausanne,VD,46.5203755,6.6250248
Lavaux Classic,"Lavaux Classic est une formule unique qui allie exigence artistique, proximité de tous les instants et découverte d’un terroir exceptionnel. Manifestation au profil dynamique et insolite, Lavaux Classic s’étend sur l’un des plus beaux paysages culturels du monde : Lavaux, région viticole classée au patrimoine mondial de l’UNESCO.

Lavaux Classic propose plusieurs rendez-vous musicaux par année dont son festival en juin. Au programme, plus d’une centaine d’événements autour d’une thématique choisie : concerts payants de plusieurs salles de la région, concerts gratuits au bord du lac, activités de découverte de Lavaux, conférences et événements pour les enfants.

Nommé Cully Classique de 2004 à 2015, le festival s’appelle Lavaux Classic depuis 2016 afin d’étendre ses valeurs et ses activités à toute la région de Lavaux.","Lavaux Classic est une formule unique qui allie exigence artistique, proximité de tous les instants et découverte d’un terroir exceptionnel. Manifestation au profil dynamique et insolite, Lavaux...",http://www.cullyclassique.ch,https://www.facebook.com/cully.classique/,http://etickets.infomaniak.com/shop/BeG5lsBI6E/,2016-06-24,2016-07-03,10.0,85.0,,False,1096,Cully,VD,46.4903664,6.7309714
Le Chant du Gros,"La première édition du Chant du Gros, se déroule le 29 août 1992 au Noirmont sur le champ de Louis Froidevaux, (dit le Gros Louis). Le nom du festival est trouvé, le Chant du Gros. 
 Depuis 20 ans, ce festival situé en plein cœur des Franches-Montagnes, persiste, signe et se fait connaitre petit à petit à travers la Suisse et par delà ses frontières. Il se caractérise par son ambiance particulière, un prix d'entrée abordable, la gratuité pour les enfants de moins de 16 ans, des feux sur un terrain planté au milieu d'un champs, des scènes couvertes pour faire face aux éventuelles chutes de neige, de pluie, de météorites ou de grenouilles. Naturellement l'ambiance conviviale et noceur des Jurassiens laisse un souvenir mémorable à ceux qui découvrent le festival.","La première édition du Chant du Gros, se déroule le 29 août 1992 au Noirmont sur le champ de Louis Froidevaux, (dit le Gros Louis). Le nom du festival est trouvé, le Chant du Gros.   Depuis 20 ans,...",http://www.chantdugros.ch,https://www.facebook.com/www.lcdg.ch/,http://www.chantdugros.ch/billetterie-en-ligne/,2016-09-07,2016-09-10,43.0,139.0,,False,2340,Le Noirmont,JU,47.2236251,6.9571454
Le Goulag,"Cela fait maintenant 6 hivers que la place de la Pisciculture de Fribourg se transforme en un open-air gratuit et unique en son genre. C’est dans ce cadre original, sous le pont de Pérolles, entre les falaises et la forêt que le Goulag vous offre une soirée de concerts exceptionnels. Conduits sur place par des navettes TPF gratuites, vous pourrez y découvrir des artistes venus des quatre coins de la Suisse et y déguster des spécialités régionales à la lueur des bûches finlandaises. En participant au plus givré des festivals, la seule chose que vous oublierez, c’est la température hivernale!","Cela fait maintenant 6 hivers que la place de la Pisciculture de Fribourg se transforme en un open-air gratuit et unique en son genre. C’est dans ce cadre original, sous le pont de Pérolles, entre les...",http://www.goulag.ch,https://www.facebook.com/goulagfestival,,2016-02-27,2016-02-27,,,,False,1700,Fribourg,FR,46.788618,7.1599289000001
Leimentaler Openair,"Die 2015 Ausgabe des Leimentaler OpenAir ist tatsächlich bereits wieder Geschichte. Und wir können sagen: Es hat unglaublich viel Spass gemacht, die Bands haben grossartige Shows abgeliefert und ihr habt gerockt, was das Zeug hält. Mit rund 1600 Zuschauern wird dieses Jahr als das bisher erfolgreichste in der Geschichte des Openairs eingehen. Das wäre ohne Euer Interesse und Eure Partylaune keinesfalls möglich und wir möchten uns bei Euch allen dafür bedanken!

Speziell nach einem so erfolgreichen Anlass ist für uns klar: Nach dem OpenAir ist bereits wieder vor dem OpenAir. Wir werden wiederum probieren unseren Anlass wo es nur geht zu verbessern, unsere bewährten Elemente beizubehalten und angesagte Bands nach Oberwil zu locken. Alles nur mit dem Ziel Euch allen auch im kommenden Jahr wieder eine unvergessliche Party bieten zu können.

Eine Auswahl der von euch geschossenen Selfies findet ihr übrigens ab Dienstagabend auf unserer Facebook-Seite.","Die 2015 Ausgabe des Leimentaler OpenAir ist tatsächlich bereits wieder Geschichte. Und wir können sagen: Es hat unglaublich viel Spass gemacht, die Bands haben grossartige Shows abgeliefert und ihr...",http://www.leimentaler-openair.ch/,https://www.facebook.com/leimentaleropenair,,2016-06-17,2016-06-18,15.0,25.0,1600.0,False,4104,Oberwil,BL,47.520524,7.5653508
Les Classiques de Villars,"Annual music festival: orchestra, chamber music, jazz and a children's concert","Annual music festival: orchestra, chamber music, jazz and a children's concert",http://classiques.ch,https://www.facebook.com/Les-Classiques-de-Villars-405418712950196/,,2017-02-19,2017-02-26,25.0,45.0,,False,1884,,VD,46.29854,7.0552700000001
Les Georges,"Les Georges Festival du centre-ville de Fribourg, au coeur du mois de juillet. Entre rock, pop, folk, soul, chanson et electro.","Les Georges Festival du centre-ville de Fribourg, au coeur du mois de juillet. Entre rock, pop, folk, soul, chanson et electro.",http.//www.lesgeorges.ch,https://www.facebook.com/lesgeorgesfestival,http://lesgeorges.ch/billets/,2016-07-12,2016-07-17,19.0,83.0,,False,1700,Fribourg,FR,46.8048898,7.1558481
Les Hivernales,"C'est grâce à un petit groupe de nyonnais, actifs dans le milieu musical depuis plus de 20 ans, que l'idée du festival Les Hivernales est née. Aujourd'hui, la manifestation se déroule sur 4 jours et a pour but d'inviter le public à circuler entre différents lieux de Nyon durant la période hivernale. En effet, par le biais d'une programmation rock et électro attrayante, Les Hivernales donnent la possibilité aux amateurs de musique de faire la fête durant les moments de froid dans la joie et la bonne humeur.

 De par sa configuration particulière, Les Hivernales permettent au public une certaine proximité avec les artistes créant ainsi de belles rencontres, en général difficiles voire impossibles dans un autre festival. Les programmateurs ont d'ailleurs réalisé plusieurs coups de maître, puisque de nombreux artistes repérés aux Hivernales se sont retrouvés sur des scènes prestigieuses, telles que Caprices, Montreux Jazz Festival ou le Paléo Festival.

 Les deux principales scènes du festival sont l'Usine à Gaz et la Salle communale où la programmation est particulièrement riche et où l'on retrouve les principales têtes d'affiche. L'identité du festival s'appuie également sur des lieux dits ""satellites"", de plus petites dimensions, qui permettent une programmation plus intimiste ou des fins de soirées DJ's. Ces endroits offrent au public des cadres originaux et inédits.","C'est grâce à un petit groupe de nyonnais, actifs dans le milieu musical depuis plus de 20 ans, que l'idée du festival Les Hivernales est née. Aujourd'hui, la manifestation se déroule sur 4 jours et...",http://leshivernales.ch,https://www.facebook.com/LesHivernalesFestival/?fref=ts,http://leshivernales.ch/infos-pratiques/admission-price/,2017-02-23,2017-02-26,15.0,28.0,,False,1260,Nyon,VD,46.3864752,6.2267876
Les Jardins Musicaux,"Le Festival Les Jardins Musicaux est devenu l’un des principaux événements du Canton et bénéficie d’un rayonnement national et international. Principalement consacré à la musique des 20e et 21e siècles, il propose des spectacles d’un format « une heure sans entracte », au prix d’une place de cinéma. Il rassemble un large public (quinze mille spectateurs chaque année) dans l’emblématique Grange aux Concerts d’Evologia (Cernier), dans le Parc régional Chasseral et à la Saline royale d’Arc et Senans (F).",Le Festival Les Jardins Musicaux est devenu l’un des principaux événements du Canton et bénéficie d’un rayonnement national et international. Principalement consacré à la musique des 20e et 21e...,www.jardinsmusicaux.ch,,,,,,,,False,,2053 Cernier,,0.0,0.0
Les Pieds Plats Festival,"10 et 11 juin 2016, Festival Gratuit, toutes les infos sur notre site internet!","10 et 11 juin 2016, Festival Gratuit, toutes les infos sur notre site internet!",,,,,,,,,False,,La Chaux-sur-Cossonay,,0.0,0.0
Les scènes du chapiteau,"Les Scènes du Chapiteau se déroulent sur un terrain situé en bordure du célèbre bourg médiéval de Romainmôtier, au sein du Parc naturel régional Jura vaudois. Elles profitent d’un cadre très particulier, chargé d’histoire grâce à la présence majestueuse de la plus ancienne abbatiale romane de Suisse. Le site est niché au coeur d’une clairière bordée par une rivière, le Nozon. Ce cadre naturel, préservé et luxuriant, confère à la manifestation une atmosphère particulière, emprunte de magie et de poésie. Un des éléments phares de cette rencontre annuelle est son chapiteau, entièrement construit en bois.

Il a été créé par Jan Reymond, ébéniste passionné, auteur de créations aussi étonnantes que spectaculaires. Une roulotte et une cuisine ont également été réalisées de ses mains. D’une surface de 150m2, le chapiteau permet d’abriter environ 300 personnes. En outre, de nombreuses prestations se déroulent à l’extérieur, éparpillées dans la nature environnante. Les visiteurs sont invités à cheminer le long de la rivière illuminée. L’objectif étant de les plonger dans une nouvelle dimension où la part belle est faite au rêve et à l’inspiration. .","Les Scènes du Chapiteau se déroulent sur un terrain situé en bordure du célèbre bourg médiéval de Romainmôtier, au sein du Parc naturel régional Jura vaudois. Elles profitent d’un cadre très...",http://www.scenesduchapiteau.ch/,https://www.facebook.com/profile.php?id=100008239265876&fref=hovercard,,2016-08-18,2016-08-21,0.0,0.0,,True,1323,Romainmôtier-Envy,VD,46.6962235,6.4534283
Lethargy,"Los gings im August 1993. Und auch wenn das damals noch niemand wusste, war eigentlich bereits klar, wohin die Reise führen würde: Der erste Akt war nämlich ein subversiver Scherz namens «Gigantomania 4.5» – eine Gabberparty, die zur ebenso gestörten wie verstörenden Karikatur der klassischen Street-Parade-Feten wurde.

Ein Jahr später kreierten dieselben Leute wiederum eine solche Karikatur. Allerdings war sie musikalisch deutlich anders geartet, zudem hatte man sie umgetauft. Sie hiess jetzt Lethargy. Das klang irgendwie . . . hmm . . . cool? Auf jeden Fall klang es. Was aber nicht bedeutete, dass es auch bei allen auf Anhieb klingelte. Weshalb die im Zürcher «Summer of Love» 1994 wahrscheinlich meistgehörte Frage lautete: «Hey, was ist das eigentlich, diese Lethargy?» Eine Frage, die so gut war, dass wir sie heute, 20 Jahre später, nochmals aufgreifen wollen. «Hey, was ist das eigentlich, diese Lethargy?»","Los gings im August 1993. Und auch wenn das damals noch niemand wusste, war eigentlich bereits klar, wohin die Reise führen würde: Der erste Akt war nämlich ein subversiver Scherz namens «Gigantomania...",http://www.lethargy.ch/,https://www.facebook.com/LethargyFestival,http://www.starticket.ch,2015-08-28,2015-08-30,38.0,47.0,,False,8038,Zürich,ZH,47.3433746,8.5356993
LocarnoFolk Festival,"L'édition 2016 du LocarnoFolk Festival est consacrée aux musiques du Sud de l'Italie, avec une ouverture sur le bassin méditerranéen, sous le titre de ""Notte della Taranta"" (Nuit de la Taranta). Sont invités des groupes renommés de la scène folk italienne et des jeunes formations prometteuses:
- Officina Zoé (Salento)
- Malmaritate (Sicile)
- Piccola Banda Ikona (Rome)
- Domo Emigrantes (Salento/Sicile/Syrie)
- Kalascimà (Salento)
Le programme comprend également des stages de pizzica et de tambourin, tout comme des projections de films.","L'édition 2016 du LocarnoFolk Festival est consacrée aux musiques du Sud de l'Italie, avec une ouverture sur le bassin méditerranéen, sous le titre de ""Notte della Taranta"" (Nuit de la Taranta). Sont...",https://www.locarnofolk.ch,https://www.facebook.ch/locarnofolk,,2016-08-18,2016-08-20,,,800.0,False,6644,Orselina,Tessin,0.0,0.0
LUFF,,,,,,,,,,,False,,,,0.0,0.0
L’Autre 1er Août,"L’Autre 1er août est un événement gratuit mis sur pied à l’intention de tous les publics. Il propose des animations, des découvertes artistiques, des DJ sets, des concerts, des bars, des stands ainsi que les traditionnels feux d’artifice sur un site exceptionnel et dans un état d’esprit festif, créatif, décalé et surprenant.","L’Autre 1er août est un événement gratuit mis sur pied à l’intention de tous les publics. Il propose des animations, des découvertes artistiques, des DJ sets, des concerts, des bars, des stands...",http://lautre1eraout.ch/,https://www.facebook.com/lautre1eraout/timeline,,2016-08-01,2016-08-01,,,,False,1400,Yverdon-les-Bains,Vaud,46.7841302,6.6520863000001
Metal Assault Festival,"Metal Assault is a Metal festival in Lausanne. Its aim is to offer young talented bands to share the stage with bands of greater fame.

The festival is held on two days. The idea is to allow local bands to achieve a knowledge by sharing the stage with international bands.

Metal Assault Festival is held in Lausanne in autumn in the hall of Vennes.

There are available sites for various merchandising booths (items for fans), food stalls for the people and several bars.

Stay Brutal !
We will keep you for more info soon!

Stay Metal!",Metal Assault is a Metal festival in Lausanne. Its aim is to offer young talented bands to share the stage with bands of greater fame.  The festival is held on two days. The idea is to allow local bands...,http://www.metalassault.ch,https://www.facebook.com/ThRealMetalAssaultFestival/timeline,,2013-09-27,2013-09-28,,,,False,1010,Lausanne,VD,46.5408122,6.6474585999999
Metropop,"Le Metropop c'est tous les ans, trois jours de musique regroupées par genre dans la salle mythique du Métropole, au coeur de Lausanne.","Le Metropop c'est tous les ans, trois jours de musique regroupées par genre dans la salle mythique du Métropole, au coeur de Lausanne.",http://metropop.ch,https://www.facebook.com/MetropopFestival,,2016-11-10,2016-11-12,55.0,55.0,,False,1003,Lausanne,Vaud,46.5222241,6.62918
Montreux Chill Festival,"Vendredi : Caliente Latino
Samedi : Elecro Chill
Dimanche : California

En prévison samedi : Hang Massive (www.hangmusic.com)

Petite exposition de Cox, Yoga gratuit, jongleurs, animations ...

Des parasols, des transats, la plage ... et vous !","Vendredi : Caliente Latino Samedi : Elecro Chill Dimanche : California  En prévison samedi : Hang Massive (www.hangmusic.com)  Petite exposition de Cox, Yoga gratuit, jongleurs, animations ...  Des...",,,,,,,,,False,,"Plage du Pierrier, Clarens-Montreux",,0.0,0.0
Montreux Jazz Festival,"Créé en 1967 par Claude Nobs, le Montreux Jazz Festival est rapidement devenu un événement culturel à l'aura internationale, avec environ 250'000 visiteurs chaque année. Si le jazz constitue la source historique du Festival, les autres styles de musique y ont rapidement trouvé leur place, avec comme point d'ancrage la curiosité, le mélange des genres, et les expériences inédites si chères à Montreux.","Créé en 1967 par Claude Nobs, le Montreux Jazz Festival est rapidement devenu un événement culturel à l'aura internationale, avec environ 250'000 visiteurs chaque année. Si le jazz constitue la...",http://www.montreuxjazzfestival.com,https://www.facebook.com/montreuxjazzfestival,http://www.montreuxjazzfestival.com/fr/content/billetterie,2016-07-01,2016-07-16,55.0,345.0,,False,1820,Montreux,VD,46.4023617,6.2116087
Morgins Festival,,,http://www.morginsfestival.ch/#l8,https://www.facebook.com/CestLHiverMorginsFestival?fref=ts,,2015-12-19,2015-12-19,20.0,25.0,,False,1875,,VS,46.23624,6.8532
Murten Classics,"Cela fait 27 ans que le festival d'été Murten Classics présente un répertoire de concerts classiques dans la pittoresque bourgade de Morat. Au fil des ans, le festival a enchanté les murs de la cité médiévale durant trois semaines. Il a désormais acquis une réputation qui dépasse de loin les frontières régionales.

 La variété du programme, interpelant aussi bien les spécialistes que les passionnés de musique classique, ravit chaque année de nombreux auditeurs. Un thème sert de fil rouge à ce festival qui permet la rencontre de solistes de renommée mondiale avec les stars de demain.

 Les concerts dans la cour du château de Morat, d'où l'on peut admirer le panorama du soleil couchant sur le lac, sont au coeur du festival. En cas d'intempéries, les concerts du château ont lieu dans l'Eglise allemande. Des chefs-d'oeuvre de la musique baroque résonnent dans l'Eglise du château de Villars-les-Moines. Les autres concerts qui bénéficient également de sites d'exécution propices tels que l'Eglise française de Morat, l'Eglise réformée de Meyriez, le parc romantique de l'hôtel Château de Villars-les-Moines ou la scène du Beaulieu (KiB), permettent tout particulièrement de profiler l'idée artistique et thématique du festival.

 Le cadre familial, le contact de proximité avec les artistes et les sites de concert garantissent une atmosphère unique et font de Murten Classics une perle vive dans l'océan des festivals.","Cela fait 27 ans que le festival d'été Murten Classics présente un répertoire de concerts classiques dans la pittoresque bourgade de Morat. Au fil des ans, le festival a enchanté les murs de la cité...",http://www.murtenclassics.ch,https://www.facebook.com/pages/Murten-classics/364136106975952?ref=hl,,2016-08-14,2016-09-04,,,,False,3280,Morat,FR,46.930885,7.1387965
Music Festival Promo,Festival Open Air gratuit situé dans la charmante ville du Locle. Ce festival fait partie des incontournables des montagnes neuchâteloises.,Festival Open Air gratuit situé dans la charmante ville du Locle. Ce festival fait partie des incontournables des montagnes neuchâteloises.,http://www.festivalpromo.ch,https://fr-fr.facebook.com/musicfestivalpromo,,2016-07-01,2016-07-02,0.0,0.0,,True,2400,Le Locle,NE,47.055855,6.7428349
Mutterschiff Openair,"L'Openair légèrement différente: confortablement installé sur une zone de construction, chaque année à nouveau construit avec beaucoup de sueur et de passion.","L'Openair légèrement différente: confortablement installé sur une zone de construction, chaque année à nouveau construit avec beaucoup de sueur et de passion.",http://www.mutterschiff.ch/index.php,https://www.facebook.com/mutterschiff.openair/?fref=ts,,2016-07-29,2016-07-30,,,,False,5737,Menziken,AG,47.2367157,8.187401
New Orleans Festival,"Zur diesjährigen Auflage der New Orleans Meets in Zofingen werden nicht nur musikalisch Meisterleistungen geboten, auch die Gastronomiecrews an den 17 Ständen und 2 Doppelständen leisten unermüdliche Höchstleistungen an diesem Abend. 10‘000 BesucherInnen sind innert kurzer Zeit mit Speis und Trank zu bedienen. Eine grosse Herausforderung für alle freiwilligen Helferinnen und Helfer. Um die Wartezeiten nicht weiter anwachsen zu lassen wird in diesem Jahr erstmals auf dem Kirchplatz wie auch auf dem Thutplatz ein Doppelstand geführt, wo Grillspezialitäten und Mah-Meh angeboten werden.","Zur diesjährigen Auflage der New Orleans Meets in Zofingen werden nicht nur musikalisch Meisterleistungen geboten, auch die Gastronomiecrews an den 17 Ständen und 2 Doppelständen leisten unermüdliche...",http://new-orleans-meets-in-zofingen.ch/,https://www.facebook.com/neworleansmeetsinzofingen/,,2016-06-27,2016-06-27,15.0,15.0,,False,4800,Zofingen,AG,47.2858886,7.9552286000001
Nox Orae,"7ème édition les 26 & 27 août 2016
Festival de musiques actuelles à taille humaine.",7ème édition les 26 & 27 août 2016 Festival de musiques actuelles à taille humaine.,http://noxorae.ch/,https://www.facebook.com/festival.NOX.ORAE,http://www.starticket.ch/start.asp?EventID=4443&Language=F,2016-08-26,2016-08-27,39.0,60.0,,False,1814,La Tour-de-Peilz,VD,46.4559718,6.8541693
On The Road,Le samedi 29 août se déroulera dans la magnifique bourgade de Romont (FR) une manifestation musicale à caractère festif. En gros... Nous organisons la troisième édition du festival le plus prisé sur terre durant lequel 12 groupes aussi différents les uns des autres vous feront swinguer! Des bars et des snacks seront présent afin de subvenir à vos besoins les plus primaires.,Le samedi 29 août se déroulera dans la magnifique bourgade de Romont (FR) une manifestation musicale à caractère festif. En gros... Nous organisons la troisième édition du festival le plus prisé...,http://on-the-road-festival.ch/,https://www.facebook.com/OnTheRoadFestivalRomont,,2015-08-29,2015-08-29,0.0,0.0,,True,1680,Romont,FR,46.6942151,6.9181612
Open Air Gampel,"Feucht-fröhliche Festfreude, unvergleichliches Ambiente, jede Menge Fun, hipper Sound und toughe Rockstars in einer einzigartigen Location inmitten der Walliser Bergpracht - das alles und viel viel mehr ist ‚Gampel’.","Feucht-fröhliche Festfreude, unvergleichliches Ambiente, jede Menge Fun, hipper Sound und toughe Rockstars in einer einzigartigen Location inmitten der Walliser Bergpracht - das alles und viel viel mehr...",http://www.openairgampel.ch/,https://de-de.facebook.com/pages/Open-Air-Gampel/111604392194153,http://www.openairgampel.ch/tickets,2016-08-18,2016-08-21,69.0,99.0,,False,3945,Gampel-Bratsch,VS,46.3143131,7.7444647
Open Air Hoch-Ybrig,,,,,,0000-00-00,0000-00-00,,,,False,,,,0.0,0.0
Open Bischenofszell,"Sinn und Zweck des Vereins ist es, musikalischen Talenten sowie Newcomer-Bands eine Plattform zu bieten. Um dies zu ermöglichen, arbeiten jedes Jahr rund 60 Mitglieder und ebenso viele Helfer ehrenamtlich an unserem Open Air.","Sinn und Zweck des Vereins ist es, musikalischen Talenten sowie Newcomer-Bands eine Plattform zu bieten. Um dies zu ermöglichen, arbeiten jedes Jahr rund 60 Mitglieder und ebenso viele Helfer...",http://www.openairbischofszell.ch/,https://www.facebook.com/openairbischofszell/,,2016-05-28,2016-05-29,44.0,50.0,,False,9223,Bischofszell,TG,47.5080972,9.1895042
Open Circle Festival,,,,https://www.facebook.com/events/722318861159932/,,2014-08-08,2014-08-10,39.0,100.0,,False,,,,0.0,0.0
Openair am Bielersee,"Organisiert wird das Festivals vom Verein Openair am Bielersee, der im 2008 aus Leuten des Vereins zur Förderung der Jugendkultur Ins (Schüxenhaus Ins) sowie des Vereins Club 172 (Alte Landi Vinelz) gegründet wurde. 

Zur Geschichte des Festivals:

Im Jahre 1989 kamen einige junge Vinelzerinnen und Vinelzer auf die Idee, auf «ihrer» schönen Strandwiese ein Openair direkt am See zu veranstalten. Ein Musikfestival nach ihrem Geschmack. Es sollte klein und gemütlich, unabhängig und nicht kommerziell sein.

Für die Durchführung des Openairs gründeten sie 1989 den Verein zur Förderung der Jugendkultur. Das erste Openair am Bielersee im Jahre 1990 wurde mit einem Minimalbudget finanziert, das im Dorf – von Tür zu Tür – zusammengetragen wurde. Der Erfolg und die Begeisterung der Gäste veranlasste den jungen Verein, das Festival auch im darauf folgendem Jahr wieder durchzuführen.","Organisiert wird das Festivals vom Verein Openair am Bielersee, der im 2008 aus Leuten des Vereins zur Förderung der Jugendkultur Ins (Schüxenhaus Ins) sowie des Vereins Club 172 (Alte Landi Vinelz)...",http://www.openairambielersee.ch/,,,2016-08-12,2016-08-14,,,,False,0,Vinelz,BE,47.0356521,7.1093429
Openair am Greifensee,,,https://www.openairamgreifensee.ch/,,,2015-09-04,2015-09-05,,,,False,8606,Greifensee,ZH,47.3644442,8.6761977
Openair auf dem Bundesplatz,,,,,,0000-00-00,0000-00-00,,,,False,,,,0.0,0.0
Openair Frauenfeld,Das Openair Frauenfeld ist mit rund 50.000 Besuchern pro Tag das grösste Openair der Deutschschweiz und das grösste Urban/Hip-Hop Festival Europas.,Das Openair Frauenfeld ist mit rund 50.000 Besuchern pro Tag das grösste Openair der Deutschschweiz und das grösste Urban/Hip-Hop Festival Europas.,http://www.openair-frauenfeld.ch/,https://www.facebook.com/openairfrauenfeldofficial,,2016-07-07,2016-07-09,99.0,199.0,,False,8500,Frauenfeld,TG,47.573591,8.9083539000001
Openair Gränichen,,,https://www.openairgraenichen.ch/,https://www.facebook.com/openairgraenichen?_rdr=p,https://www.facebook.com/openairgraenichen?_rdr=p,2016-08-26,2016-08-27,,,,False,5722,Gränichen,AG,47.3506521,8.1039112999999
OpenAir Hallau,"Die Organisatoren der beiden Hallauer Openair ""Amnesie"" und ""GrüschFang"" haben sich zusammengeschlossen und werden nun jährlich das ""OpenAir Hallau"" durchführen. Mit frischem Elan und neuen kreativen Ideen, befinden wir uns bereits mitten in der Planung für die erste Ausgabe des neuen Openairs im ""Chläggi"".","Die Organisatoren der beiden Hallauer Openair ""Amnesie"" und ""GrüschFang"" haben sich zusammengeschlossen und werden nun jährlich das ""OpenAir Hallau"" durchführen. Mit frischem Elan und neuen kreativen...",http://www.openair-hallau.ch/,https://www.facebook.com/OpenAir-Hallau-173807542967811/?refid=17/,,2016-06-03,2016-06-04,20.0,50.0,,False,8215,Hallau,SH,47.7054697,8.4404425
Openair Krach am Bach,"Im Frühsommer findet in der Tägerwiler Badi (TG), direkt am Seerhein, jeweils das Openair Krach am Bach statt. Auf der Bühne werden 5 Livebands ihr Bestes geben. Verbringe einen Sommerabend unter freiem Himmel, nimm ein erfrischendes Bad im Bodensee oder koste die kulinarischen Vielfältigkeiten. Spiele Beachvolleyball, entdecke die Bands und das kühle Bier, lass dich an unserer «Flach am Bach»-Bar verwöhnen. Je später der Abend, desto schöner die Stimmung: Unter dem Sternenhimmel flackern Finnenkerzen, farbige Lichter erhellen den Wald und auf der Bühne geht bis weit nach Mitternacht die Post ab. www.krachambach.ch (Einlass ab 16 Jahren, Vorverkauf über die Website)","Im Frühsommer findet in der Tägerwiler Badi (TG), direkt am Seerhein, jeweils das Openair Krach am Bach statt. Auf der Bühne werden 5 Livebands ihr Bestes geben. Verbringe einen Sommerabend unter...",http://www.krachambach.ch/,https://www.facebook.com/krachambach.ch,,2016-06-25,2016-06-25,15.0,25.0,,False,8274,Tägerwilen,TG,47.6654092,9.1475023
Openair Oberrieden,"Schon bald ist es soweit und das 32. Openair Oberrieden steht vor der Tür.
Am 03. und 04. Juni 2016 heisst es wieder: „music on and let‘s party!""
Wie gewohnt, findet das Openair Oberrieden auf der Schützenwiese in Oberrieden gleich am Waldrand statt. Nebst musikalischen Highlights von nationalen und internationalen Künstlern erlebst du am Openair Oberrieden eine wunderschöne Aussicht auf den Zürichsee.","Schon bald ist es soweit und das 32. Openair Oberrieden steht vor der Tür. Am 03. und 04. Juni 2016 heisst es wieder: „music on and let‘s party!"" Wie gewohnt, findet das Openair Oberrieden auf der...",http://www.openair-oberrieden.ch/,https://www.facebook.com/openairoberrieden.ch/?fref=ts,,2016-06-03,2016-06-04,30.0,50.0,,False,,Oberrieden,Zurich,47.27471,8.57929
Openair Salavaux Plage,"L’Openair, qui aura lieu en date du 19/20 août 2016 pour la prochaine fois, est surtout l’événement le plus important. En plus, on organise, selon demande de nos membres, tournoi de pétanque, feu du 1er août ou grillades au bord du lac etc.","L’Openair, qui aura lieu en date du 19/20 août 2016 pour la prochaine fois, est surtout l’événement le plus important. En plus, on organise, selon demande de nos membres, tournoi de pétanque, feu...",http://www.plagesalavaux.ch,https://fr-fr.facebook.com/events/1449081538689798/,,2016-08-19,2016-08-20,20.0,30.0,,False,1585,Salavaux,VD,46.9169949,7.0263911
Openair Grienen,Das grienen open air lockt beinahe jedes jahr mehrere hundert leute ins grienen.,Das grienen open air lockt beinahe jedes jahr mehrere hundert leute ins grienen.,http://www.grienen.ch/home.html,https://www.facebook.com/OpenAirGrienen/,,2016-06-03,2016-06-05,15.0,20.0,,False,8405,Winterthur,ZH,47.4704084,8.7659255999999
Openeye Festival,"Seit 1995 verdoppelt das kleine, doch etwas verschlafene Dorf Oberlunkhofen alljährlich während zweier Tagen seine Bevölkerungszahl. Immer dann nämlich, wenn auf dem Bauernhof der Familie Hagenbuch das Heuen und Melken für einmal erst an zweiter und die Musik und Party an erster Stelle stehen.","Seit 1995 verdoppelt das kleine, doch etwas verschlafene Dorf Oberlunkhofen alljährlich während zweier Tagen seine Bevölkerungszahl. Immer dann nämlich, wenn auf dem Bauernhof der Familie Hagenbuch...",http://www.openeye.ch/,https://www.facebook.com/Openeye-Festival-386189781396929/,,2016-07-01,2016-07-02,,,,False,8917,Oberlunkhofen,AG,47.3138718,8.3925778
OpenQuer Zell,"Das OpenQuer ist ein regional verankertes Festival im luzerner Hinterland, welches durch die Mitglieder mit viel Herzblut und Leidenschaft bereits organisiert und durchgeführt wird.","Das OpenQuer ist ein regional verankertes Festival im luzerner Hinterland, welches durch die Mitglieder mit viel Herzblut und Leidenschaft bereits organisiert und durchgeführt wird.",http://www.openquer.ch/,,,2016-07-01,2016-07-03,10.0,50.0,,False,6214,Schenkon,LU,47.1800034,8.1284729
