day,festival,month,name,ville,year
27.0,LES HIVERNALES A NYON,Fev.,SPEEDRAX,Nyon,2015.0
27.0,LES HIVERNALES A NYON,Fev.,TALISCO,Nyon,2015.0
27.0,LES HIVERNALES A NYON,Fev.,MARIE FLORE,Nyon,2015.0
27.0,LES HIVERNALES A NYON,Fev.,SALUT C'EST COOL,Nyon,2015.0
27.0,LES HIVERNALES A NYON,Fev.,ERUDHYTE,Nyon,2015.0
27.0,LES HIVERNALES A NYON,Fev.,TRANSISTOR GIRL,Nyon,2015.0
27.0,LES HIVERNALES A NYON,Fev.,DEAR DEER,Nyon,2015.0
28.0,LES HIVERNALES A NYON,Fev.,PARTY KILLERS,Nyon,2015.0
28.0,LES HIVERNALES A NYON,Fev.,PEACE,Nyon,2015.0
28.0,LES HIVERNALES A NYON,Fev.,ROBBING MILLIONS,Nyon,2015.0
28.0,LES HIVERNALES A NYON,Fev.,DOPE DOD,Nyon,2015.0
28.0,LES HIVERNALES A NYON,Fev.,CHEYENNE,Nyon,2015.0
28.0,LES HIVERNALES A NYON,Fev.,NIKIMIX,Nyon,2015.0
28.0,LES HIVERNALES A NYON,Fev.,DJ REAS,Nyon,2015.0
28.0,LES HIVERNALES A NYON,Fev.,DJEREM,Nyon,2015.0
28.0,LES HIVERNALES A NYON,Fev.,THE TWO,Nyon,2015.0
1.0,LES HIVERNALES A NYON,Mar.,ALKALINES,Nyon,2015.0
27.0,LES HIVERNALES A NYON,Fev.,ALICE LEWIS,Nyon,2014.0
27.0,LES HIVERNALES A NYON,Fev.,WE ARE EMMETT BROWN,Nyon,2014.0
27.0,LES HIVERNALES A NYON,Fev.,PROFILE,Nyon,2014.0
28.0,LES HIVERNALES A NYON,Fev.,DAVE ROWNTREE,Nyon,2014.0
28.0,LES HIVERNALES A NYON,Fev.,CASCADEUR,Nyon,2014.0
28.0,LES HIVERNALES A NYON,Fev.,OPALKA,Nyon,2014.0
28.0,LES HIVERNALES A NYON,Fev.,THE ANIMEN,Nyon,2014.0
28.0,LES HIVERNALES A NYON,Fev.,RANDOM GOD,Nyon,2014.0
28.0,LES HIVERNALES A NYON,Fev.,MLK (MALIK FEKRANE),Nyon,2014.0
28.0,LES HIVERNALES A NYON,Fev.,CATE LE BON,Nyon,2014.0
1.0,LES HIVERNALES A NYON,Mar.,MARC BENJAMIN,Nyon,2014.0
1.0,LES HIVERNALES A NYON,Mar.,AUFGANG,Nyon,2014.0
1.0,LES HIVERNALES A NYON,Mar.,JAILYNA,Nyon,2014.0
1.0,LES HIVERNALES A NYON,Mar.,TWEEK,Nyon,2014.0
1.0,LES HIVERNALES A NYON,Mar.,THE SEPTIZ,Nyon,2014.0
1.0,LES HIVERNALES A NYON,Mar.,SHAZAM BELL,Nyon,2014.0
1.0,LES HIVERNALES A NYON,Mar.,BABA SHRIMPS,Nyon,2014.0
1.0,LES HIVERNALES A NYON,Mar.,DJ DOO GOOD,Nyon,2014.0
2.0,LES HIVERNALES A NYON,Mar.,THE GO'S,Nyon,2014.0
28.0,LES HIVERNALES A NYON,Fev.,THE HONG KONG DONG,Nyon,2013.0
28.0,LES HIVERNALES A NYON,Fev.,TOBY MAY,Nyon,2013.0
28.0,LES HIVERNALES A NYON,Fev.,GARADH,Nyon,2013.0
28.0,LES HIVERNALES A NYON,Fev.,ABU,Nyon,2013.0
1.0,LES HIVERNALES A NYON,Mar.,KOMA DUB,Nyon,2013.0
1.0,LES HIVERNALES A NYON,Mar.,ASM - A STATE OF MIND,Nyon,2013.0
1.0,LES HIVERNALES A NYON,Mar.,STATIC FRAMES,Nyon,2013.0
1.0,LES HIVERNALES A NYON,Mar.,MIXOMATOZE,Nyon,2013.0
1.0,LES HIVERNALES A NYON,Mar.,THE RODEO,Nyon,2013.0
1.0,LES HIVERNALES A NYON,Mar.,SIR CHARLIE,Nyon,2013.0
2.0,LES HIVERNALES A NYON,Mar.,BAD NELSON,Nyon,2013.0
2.0,LES HIVERNALES A NYON,Mar.,FINGER TANZEN,Nyon,2013.0
2.0,LES HIVERNALES A NYON,Mar.,MONOSKI,Nyon,2013.0
2.0,LES HIVERNALES A NYON,Mar.,TWIN TWIN,Nyon,2013.0
2.0,LES HIVERNALES A NYON,Mar.,UNDEFINED,Nyon,2013.0
2.0,LES HIVERNALES A NYON,Mar.,DUCKS ON REPEAT,Nyon,2013.0
2.0,LES HIVERNALES A NYON,Mar.,DJ PHIL,Nyon,2013.0
2.0,LES HIVERNALES A NYON,Mar.,CHRISTINE AND THE QUEENS,Nyon,2013.0
2.0,LES HIVERNALES A NYON,Mar.,LOOBOOT,Nyon,2013.0
3.0,LES HIVERNALES A NYON,Mar.,DJ ALEXSUMI,Nyon,2013.0
10.0,LES HIVERNALES A NYON,Fev.,7 DOLLAR TAXI,Nyon,2012.0
10.0,LES HIVERNALES A NYON,Fev.,LE PEUPLE DE L'HERBE,Nyon,2012.0
11.0,LES HIVERNALES A NYON,Fev.,STUCK IN THE SOUND,Nyon,2012.0
11.0,LES HIVERNALES A NYON,Fev.,THE MONDRIANS,Nyon,2012.0
10.0,LES HIVERNALES A NYON,Fev.,BOY,Nyon,2011.0
10.0,LES HIVERNALES A NYON,Fev.,THE DEADLINE EXPERIENCE,Nyon,2011.0
10.0,LES HIVERNALES A NYON,Fev.,THE CRAGS,Nyon,2011.0
11.0,LES HIVERNALES A NYON,Fev.,ROUND TABLE KNIGHTS,Nyon,2011.0
11.0,LES HIVERNALES A NYON,Fev.,THE AWKWARDS,Nyon,2011.0
11.0,LES HIVERNALES A NYON,Fev.,DJ JUPITER,Nyon,2011.0
11.0,LES HIVERNALES A NYON,Fev.,DJ ALEXSUMI,Nyon,2011.0
11.0,LES HIVERNALES A NYON,Fev.,KILL THE HIPPIES (NACRONIK),Nyon,2011.0
11.0,LES HIVERNALES A NYON,Fev.,BORN BJORG,Nyon,2011.0
12.0,LES HIVERNALES A NYON,Fev.,THE PHAT CREW,Nyon,2011.0
12.0,LES HIVERNALES A NYON,Fev.,REVERSE ENGINEERING,Nyon,2011.0
12.0,LES HIVERNALES A NYON,Fev.,SUCCESS,Nyon,2011.0
12.0,LES HIVERNALES A NYON,Fev.,JUNE & LULA,Nyon,2011.0
12.0,LES HIVERNALES A NYON,Fev.,GOLD HANGOVER,Nyon,2011.0
12.0,LES HIVERNALES A NYON,Fev.,DJ ALEXSUMI,Nyon,2011.0
12.0,LES HIVERNALES A NYON,Fev.,BEATAUCUE,Nyon,2011.0
13.0,LES HIVERNALES A NYON,Fev.,LULUXPO,Nyon,2011.0
,,,MONTREUX JAZZ FESTIVAL,Montreux,
,,,PALEO FESTIVAL,Nyon,
,,,SION SOUS LES ETOILES,Sion,
,,,ANTIGEL,Geneve,
,,,CARIBANA,Crans sur Nyon,
,,,ROCK THE PISTES FESTIVAL,Val d'Illiez,
,,,CULLY JAZZ,Cully,
,,,VOIX DE FETE,Geneve,
,,,THE BEAT FESTIVAL,Geneve,
,,,LES HIVERNALES A NYON,Nyon,
,,,L'ESTIVALE OPEN AIR D'ESTAVAYER,Estavayer le Lac,
,,,VERBIER FESTIVAL,Verbier,
,,,FESTI NEUCH,Neuchatel,
,,,FESTIVAL DE JAZZ DE L'AMR,Geneve,
,,,POLYMANGA,Montreux,
,,,CAPRICES,Crans Montana,
,,,PSYCH FEST GENEVE,Geneve,
,,,BOURASK FESTIVAL,Venthone,
,,,CORBAK,La Chaux du Milieu,
,,,JAZZFESTIVAL BASEL,Bale (Basel),
,,,ELECTRON,Geneve,
,,,ROCK ALTITUDE,Le Locle,
,,,SIERRE BLUES FESTIVAL,Sierre,
,,,OPEN AIR DE SAINT GALLEN,Saint Gallen,
,,,MORGES SOUS RIRE,Morges,
,,,WINTER SOUND FESTIVAL,Delemont,
,,,AU DELA DES PREJUGES,Lausanne,
,,,FESTIVAL DE LA BATIE,Geneve,
,,,OCTOPODE,Meyrin,
,,,OPENAIR FRAUENFELD,Frauenfeld,
,,,LIVE AT SUNSET,Zurich,
,,,GREENFIELD,Interlaken,
,,,IMPERICON FESTIVAL ZURICH,Zurich,
,,,WEEK END AU BORD DE L'EAU A SIERRE,Sierre,
,,,6 HOURS OF SYMPHONIA,Lausanne,
,,,POD RING,Bienne,
,,,LAVAUX CLASSIC,Vevey,
,,,M4 MUSIC FESTIVAL,Lausanne,
,,,WORLDWIDE FESTIVAL LEYSIN,Leysin,
,,,FESTIVAL ARTIPHYS,Lausanne,
,,,QUELLROCK,Bad Ragaz,
,,,BELLUARD BOLLWERK INTERNATIONAL,Fribourg,
,,,MONTREUX COMEDY FESTIVAL,,
3.0,LIVE AT SUNSET,Juil.,GIANNA NANNINI,Zurich,2015.0
4.0,LIVE AT SUNSET,Juil.,PATENT OCHSNER,Zurich,2015.0
5.0,LIVE AT SUNSET,Juil.,REA GARVEY,Zurich,2015.0
7.0,LIVE AT SUNSET,Juil.,LIONEL RICHIE,Zurich,2015.0
8.0,LIVE AT SUNSET,Juil.,TOM ODELL,Zurich,2015.0
9.0,LIVE AT SUNSET,Juil.,ZZ TOP,Zurich,2015.0
10.0,LIVE AT SUNSET,Juil.,JOHN LEGEND,Zurich,2015.0
11.0,LIVE AT SUNSET,Juil.,ROXETTE,Zurich,2015.0
16.0,LIVE AT SUNSET,Juil.,LINDSEY STIRLING,Zurich,2015.0
17.0,LIVE AT SUNSET,Juil.,ANASTACIA,Zurich,2015.0
19.0,LIVE AT SUNSET,Juil.,XAVIER NAIDOO,Zurich,2015.0
9.0,LIVE AT SUNSET,Juil.,ROBERT PLANT & THE SENSATIONAL SPACE SHIFTERS,Zurich,2014.0
10.0,LIVE AT SUNSET,Juil.,RODRIGO Y GABRIELA,Zurich,2014.0
11.0,LIVE AT SUNSET,Juil.,MILOW,Zurich,2014.0
12.0,LIVE AT SUNSET,Juil.,JAMIE CULLUM,Zurich,2014.0
13.0,LIVE AT SUNSET,Juil.,TEXAS,Zurich,2014.0
14.0,LIVE AT SUNSET,Juil.,PET SHOP BOYS,Zurich,2014.0
15.0,LIVE AT SUNSET,Juil.,JAMES ARTHUR,Zurich,2014.0
16.0,LIVE AT SUNSET,Juil.,ROGER CICERO,Zurich,2014.0
17.0,LIVE AT SUNSET,Juil.,BACKSTREET BOYS,Zurich,2014.0
18.0,LIVE AT SUNSET,Juil.,RITSCHI,Zurich,2014.0
19.0,LIVE AT SUNSET,Juil.,PHILIPP FANKHAUSER,Zurich,2014.0
10.0,LIVE AT SUNSET,Juil.,STEPHAN EICHER,Zurich,2013.0
11.0,LIVE AT SUNSET,Juil.,BRYAN ADAMS,Zurich,2013.0
12.0,LIVE AT SUNSET,Juil.,NATALIE COLE,Zurich,2013.0
13.0,LIVE AT SUNSET,Juil.,KENNY ROGERS,Zurich,2013.0
14.0,LIVE AT SUNSET,Juil.,HUGH LAURIE,Zurich,2013.0
15.0,LIVE AT SUNSET,Juil.,DEEP PURPLE,Zurich,2013.0
16.0,LIVE AT SUNSET,Juil.,EARTH WIND & FIRE,Zurich,2013.0
17.0,LIVE AT SUNSET,Juil.,NENA,Zurich,2013.0
18.0,LIVE AT SUNSET,Juil.,HELGE SCHNEIDER,Zurich,2013.0
19.0,LIVE AT SUNSET,Juil.,STING,Zurich,2013.0
20.0,LIVE AT SUNSET,Juil.,MARK KNOPFLER,Zurich,2013.0
21.0,LIVE AT SUNSET,Juil.,GIANNA NANNINI,Zurich,2013.0
11.0,LIVE AT SUNSET,Juil.,BB KING,Zurich,2012.0
12.0,LIVE AT SUNSET,Juil.,CARO EMERALD,Zurich,2012.0
13.0,LIVE AT SUNSET,Juil.,ELTON JOHN,Zurich,2012.0
14.0,LIVE AT SUNSET,Juil.,LOREENA MCKENNITT,Zurich,2012.0
15.0,LIVE AT SUNSET,Juil.,MORCHEEBA,Zurich,2012.0
16.0,LIVE AT SUNSET,Juil.,ALANIS MORISSETTE,Zurich,2012.0
17.0,LIVE AT SUNSET,Juil.,ROXETTE,Zurich,2012.0
18.0,LIVE AT SUNSET,Juil.,KATIE MELUA,Zurich,2012.0
19.0,LIVE AT SUNSET,Juil.,LADY ANTEBELLUM,Zurich,2012.0
20.0,LIVE AT SUNSET,Juil.,ZURI WEST,Zurich,2012.0
21.0,LIVE AT SUNSET,Juil.,JAMES MORRISON,Zurich,2012.0
13.0,LIVE AT SUNSET,Juil.,JOHN MELLENCAMP,Zurich,2011.0
14.0,LIVE AT SUNSET,Juil.,STEPHAN EICHER,Zurich,2011.0
16.0,LIVE AT SUNSET,Juil.,TOTO,Zurich,2011.0
17.0,LIVE AT SUNSET,Juil.,CHICAGO,Zurich,2011.0
18.0,LIVE AT SUNSET,Juil.,HANNES WADER,Zurich,2011.0
19.0,LIVE AT SUNSET,Juil.,JOE COCKER,Zurich,2011.0
20.0,LIVE AT SUNSET,Juil.,TOM JONES,Zurich,2011.0
22.0,LIVE AT SUNSET,Juil.,MARC SWAY,Zurich,2011.0
23.0,LIVE AT SUNSET,Juil.,GIANNA NANNINI,Zurich,2011.0
24.0,LIVE AT SUNSET,Juil.,JULIETA VENEGAS,Zurich,2011.0
14.0,LIVE AT SUNSET,Juil.,TORI AMOS,Zurich,2010.0
15.0,LIVE AT SUNSET,Juil.,JOHN FOGERTY,Zurich,2010.0
16.0,LIVE AT SUNSET,Juil.,GEOFFREY GURRUMUL YUNUPINGU,Zurich,2010.0
17.0,LIVE AT SUNSET,Juil.,A-HA,Zurich,2010.0
18.0,LIVE AT SUNSET,Juil.,ELEMENT OF CRIME,Zurich,2010.0
19.0,LIVE AT SUNSET,Juil.,REAMONN,Zurich,2010.0
20.0,LIVE AT SUNSET,Juil.,NINA HAGEN,Zurich,2010.0
22.0,LIVE AT SUNSET,Juil.,FOREIGNER,Zurich,2010.0
23.0,LIVE AT SUNSET,Juil.,GILBERTO GIL,Zurich,2010.0
24.0,LIVE AT SUNSET,Juil.,LUCIO DALLA,Zurich,2010.0
25.0,LIVE AT SUNSET,Juil.,MARIA MENA,Zurich,2010.0
8.0,LIVE AT SUNSET,Juil.,UB40,Zurich,2009.0
9.0,LIVE AT SUNSET,Juil.,SIMPLY RED,Zurich,2009.0
10.0,LIVE AT SUNSET,Juil.,STEPHAN EICHER,Zurich,2009.0
11.0,LIVE AT SUNSET,Juil.,SOPHIE HUNGER,Zurich,2009.0
12.0,LIVE AT SUNSET,Juil.,SIMPLE MINDS,Zurich,2009.0
13.0,LIVE AT SUNSET,Juil.,AMY MACDONALD,Zurich,2009.0
14.0,LIVE AT SUNSET,Juil.,KODO,Zurich,2009.0
15.0,LIVE AT SUNSET,Juil.,PATRICIA KAAS,Zurich,2009.0
16.0,LIVE AT SUNSET,Juil.,DAVID GARRETT,Zurich,2009.0
17.0,LIVE AT SUNSET,Juil.,PEPE LIENHARD,Zurich,2009.0
18.0,LIVE AT SUNSET,Juil.,JAMIE CULLUM,Zurich,2009.0
19.0,LIVE AT SUNSET,Juil.,KATIE MELUA,Zurich,2009.0
9.0,LIVE AT SUNSET,Juil.,DIANA ROSS,Zurich,2008.0
10.0,LIVE AT SUNSET,Juil.,AL JARREAU,Zurich,2008.0
11.0,LIVE AT SUNSET,Juil.,SEAL,Zurich,2008.0
12.0,LIVE AT SUNSET,Juil.,ZURI WEST,Zurich,2008.0
14.0,LIVE AT SUNSET,Juil.,CROWDED HOUSE,Zurich,2008.0
15.0,LIVE AT SUNSET,Juil.,KRIS KRISTOFFERSON,Zurich,2008.0
16.0,LIVE AT SUNSET,Juil.,DIANA KRALL,Zurich,2008.0
17.0,LIVE AT SUNSET,Juil.,JAN GARBAREK,Zurich,2008.0
18.0,LIVE AT SUNSET,Juil.,MICK HUCKNALL,Zurich,2008.0
19.0,LIVE AT SUNSET,Juil.,JUANES,Zurich,2008.0
20.0,LIVE AT SUNSET,Juil.,BEN HARPER & THE INNOCENT CRIMINALS,Zurich,2008.0
1.0,MONTREUX COMEDY FESTIVAL,Dec.,ARTUS (DE A à S/AL DENTE/SAIGNANT A POINT),,2016.0
2.0,MONTREUX COMEDY FESTIVAL,Dec.,JEAN LUC BARBEZAT,,2016.0
3.0,MONTREUX COMEDY FESTIVAL,Dec.,VERINO,,2016.0
3.0,MONTREUX COMEDY FESTIVAL,Dec.,JEREMY FERRARI,,2016.0
4.0,MONTREUX COMEDY FESTIVAL,Dec.,MAX BIRD,,2016.0
4.0,MONTREUX COMEDY FESTIVAL,Dec.,PAUL WHEELER,,2016.0
4.0,MONTREUX COMEDY FESTIVAL,Dec.,JEREMY FERRARI,,2016.0
5.0,MONTREUX COMEDY FESTIVAL,Dec.,MATHIEU MADENIAN,,2016.0
2.0,MONTREUX COMEDY FESTIVAL,Dec.,FRANCESCO DE CARLO,,2015.0
3.0,MONTREUX COMEDY FESTIVAL,Dec.,ERIC ANTOINE,,2015.0
4.0,MONTREUX COMEDY FESTIVAL,Dec.,GARNIER ET SENTOU,,2015.0
4.0,MONTREUX COMEDY FESTIVAL,Dec.,LES FRANGLAISES,,2015.0
6.0,MONTREUX COMEDY FESTIVAL,Dec.,THOMAS NGIJOL,,2015.0
6.0,MONTREUX COMEDY FESTIVAL,Dec.,LES CHEVALIERS DU FIEL,,2015.0
7.0,MONTREUX COMEDY FESTIVAL,Dec.,ARNAUD TSAMERE,,2015.0
4.0,MONTREUX COMEDY FESTIVAL,Dec.,LAURENT GERRA,,2014.0
5.0,MONTREUX COMEDY FESTIVAL,Dec.,LE WOOP,,2014.0
6.0,MONTREUX COMEDY FESTIVAL,Dec.,PASCAL LEGITIMUS (ONE MAN SHOW),,2014.0
7.0,MONTREUX COMEDY FESTIVAL,Dec.,YANN LAMBIEL,,2014.0
8.0,MONTREUX COMEDY FESTIVAL,Dec.,STEPHANE ROUSSEAU,,2014.0
5.0,MONTREUX COMEDY FESTIVAL,Dec.,CHARLOTTE GABRIS,,2013.0
6.0,MONTREUX COMEDY FESTIVAL,Dec.,STUART TAYLOR,,2013.0
7.0,MONTREUX COMEDY FESTIVAL,Dec.,MICHAEL GREGORIO,,2013.0
8.0,MONTREUX COMEDY FESTIVAL,Dec.,GARNIER ET SENTOU,,2013.0
8.0,MONTREUX COMEDY FESTIVAL,Dec.,YANN LAMBIEL,,2013.0
9.0,MONTREUX COMEDY FESTIVAL,Dec.,GUILLAUME BATS,,2013.0
10.0,MONTREUX COMEDY FESTIVAL,Dec.,GUILLAUME BATS,,2013.0
6.0,MONTREUX COMEDY FESTIVAL,Dec.,JEREMY FERRARI,,2012.0
7.0,MONTREUX COMEDY FESTIVAL,Dec.,KHEIRON,,2012.0
7.0,MONTREUX COMEDY FESTIVAL,Dec.,LE COMTE DE BOUDERBALA (Sami Ameziane),,2012.0
8.0,MONTREUX COMEDY FESTIVAL,Dec.,VIRGINIE HOCQ,,2012.0
8.0,MONTREUX COMEDY FESTIVAL,Dec.,AIRNADETTE,,2012.0
9.0,MONTREUX COMEDY FESTIVAL,Dec.,BRIGITTE ROSSET,,2012.0
9.0,MONTREUX COMEDY FESTIVAL,Dec.,JEREMY FERRARI,,2012.0
9.0,MONTREUX COMEDY FESTIVAL,Dec.,"NICOLE FERRONI (""L'OEUF, LA POULE OU NICOLE"")",,2012.0
9.0,MONTREUX COMEDY FESTIVAL,Dec.,OLDELAF,,2012.0
10.0,MONTREUX COMEDY FESTIVAL,Dec.,KYAN KHOJANDI,,2012.0
1.0,MONTREUX COMEDY FESTIVAL,Dec.,JEAN LUC LEMOINE,,2011.0
2.0,MONTREUX COMEDY FESTIVAL,Dec.,NOMAN HOSNI,,2011.0
3.0,MONTREUX COMEDY FESTIVAL,Dec.,ARNAUD TSAMERE,,2011.0
3.0,MONTREUX COMEDY FESTIVAL,Dec.,LES CHEVALIERS DU FIEL,,2011.0
4.0,MONTREUX COMEDY FESTIVAL,Dec.,CHRIS ESQUERRE,,2011.0
4.0,MONTREUX COMEDY FESTIVAL,Dec.,OLIVIER DE BENOIST,,2011.0
5.0,MONTREUX COMEDY FESTIVAL,Dec.,ERIC ANTOINE,,2011.0
2.0,MONTREUX COMEDY FESTIVAL,Dec.,JONATHAN LAMBERT,,2010.0
3.0,MONTREUX COMEDY FESTIVAL,Dec.,CHARLOTTE GABRIS,,2010.0
4.0,MONTREUX COMEDY FESTIVAL,Dec.,BRIGITTE ROSSET,,2010.0
4.0,MONTREUX COMEDY FESTIVAL,Dec.,JEAN LUC BARBEZAT,,2010.0
5.0,MONTREUX COMEDY FESTIVAL,Dec.,VOCA PEOPLE,,2010.0
5.0,MONTREUX COMEDY FESTIVAL,Dec.,AUDREY LAMY,,2010.0
6.0,MONTREUX COMEDY FESTIVAL,Dec.,STEPHANE GUILLON,,2010.0
8.0,MONTREUX COMEDY FESTIVAL,Dec.,TITOFF,,2009.0
9.0,MONTREUX COMEDY FESTIVAL,Dec.,GASPARD PROUST,,2009.0
10.0,MONTREUX COMEDY FESTIVAL,Dec.,BEN (Cedric Ben Abdallah),,2009.0
11.0,MONTREUX COMEDY FESTIVAL,Dec.,CLAUDIA / CLAUDIA TAGBO,,2009.0
12.0,MONTREUX COMEDY FESTIVAL,Dec.,LAURENT GERRA,,2009.0
13.0,MONTREUX COMEDY FESTIVAL,Dec.,VERINO,,2009.0
13.0,MONTREUX COMEDY FESTIVAL,Dec.,PATRICE THIBAUD ET PHILIPPE LEYGNAC,,2009.0
13.0,MONTREUX COMEDY FESTIVAL,Dec.,LAURENT GERRA,,2009.0
30.0,MONTREUX JAZZ FESTIVAL,Juin,CHARLES LLOYD,Montreux,2016.0
1.0,MONTREUX JAZZ FESTIVAL,Juil.,ANOHNI (Ex ANTONY AND THE JOHNSONS),Montreux,2016.0
1.0,MONTREUX JAZZ FESTIVAL,Juil.,GOGO PENGUIN,Montreux,2016.0
1.0,MONTREUX JAZZ FESTIVAL,Juil.,FKJ (FRENCH KIWI JUICE),Montreux,2016.0
2.0,MONTREUX JAZZ FESTIVAL,Juil.,MUSE,Montreux,2016.0
2.0,MONTREUX JAZZ FESTIVAL,Juil.,RANDY WESTON,Montreux,2016.0
2.0,MONTREUX JAZZ FESTIVAL,Juil.,MAX COOPER,Montreux,2016.0
3.0,MONTREUX JAZZ FESTIVAL,Juil.,ABLO GANDEMA,Montreux,2016.0
3.0,MONTREUX JAZZ FESTIVAL,Juil.,JOHN SCOFIELD,Montreux,2016.0
3.0,MONTREUX JAZZ FESTIVAL,Juil.,AL JARREAU,Montreux,2016.0
3.0,MONTREUX JAZZ FESTIVAL,Juil.,FLUME,Montreux,2016.0
3.0,MONTREUX JAZZ FESTIVAL,Juil.,HEMU JAZZ ORCHESTRA,Montreux,2016.0
4.0,MONTREUX JAZZ FESTIVAL,Juil.,BUDDY GUY,Montreux,2016.0
4.0,MONTREUX JAZZ FESTIVAL,Juil.,BASIA BULAT,Montreux,2016.0
4.0,MONTREUX JAZZ FESTIVAL,Juil.,ASAP FERG,Montreux,2016.0
5.0,MONTREUX JAZZ FESTIVAL,Juil.,MOGWAI,Montreux,2016.0
5.0,MONTREUX JAZZ FESTIVAL,Juil.,SELWYN BIRCHWOOD,Montreux,2016.0
5.0,MONTREUX JAZZ FESTIVAL,Juil.,AURORA,Montreux,2016.0
6.0,MONTREUX JAZZ FESTIVAL,Juil.,PATTI SMITH,Montreux,2016.0
6.0,MONTREUX JAZZ FESTIVAL,Juil.,YARON HERMAN,Montreux,2016.0
6.0,MONTREUX JAZZ FESTIVAL,Juil.,MESHUGGAH,Montreux,2016.0
7.0,MONTREUX JAZZ FESTIVAL,Juil.,VAN MORRISON,Montreux,2016.0
7.0,MONTREUX JAZZ FESTIVAL,Juil.,JACOB COLLIER,Montreux,2016.0
7.0,MONTREUX JAZZ FESTIVAL,Juil.,MATT CORBY,Montreux,2016.0
8.0,MONTREUX JAZZ FESTIVAL,Juil.,QUINCY JONES,Montreux,2016.0
8.0,MONTREUX JAZZ FESTIVAL,Juil.,JACK BROADBENT,Montreux,2016.0
8.0,MONTREUX JAZZ FESTIVAL,Juil.,JEANNE ADDED,Montreux,2016.0
8.0,MONTREUX JAZZ FESTIVAL,Juil.,NIK BARTSCH'S,Montreux,2016.0
9.0,MONTREUX JAZZ FESTIVAL,Juil.,DIANA MIRANDA,Montreux,2016.0
9.0,MONTREUX JAZZ FESTIVAL,Juil.,LISA SIMONE,Montreux,2016.0
9.0,MONTREUX JAZZ FESTIVAL,Juil.,GREGOIRE MARET,Montreux,2016.0
9.0,MONTREUX JAZZ FESTIVAL,Juil.,GEORGIO,Montreux,2016.0
9.0,MONTREUX JAZZ FESTIVAL,Juil.,STADE,Montreux,2016.0
10.0,MONTREUX JAZZ FESTIVAL,Juil.,LAMUZGUEULE,Montreux,2016.0
10.0,MONTREUX JAZZ FESTIVAL,Juil.,ANGELIQUE KIDJO,Montreux,2016.0
10.0,MONTREUX JAZZ FESTIVAL,Juil.,AVISHAI COHEN (trompette),Montreux,2016.0
10.0,MONTREUX JAZZ FESTIVAL,Juil.,OTHER LIVES,Montreux,2016.0
11.0,MONTREUX JAZZ FESTIVAL,Juil.,JEAN MICHEL JARRE,Montreux,2016.0
11.0,MONTREUX JAZZ FESTIVAL,Juil.,CHRISTIAN SCOTT,Montreux,2016.0
11.0,MONTREUX JAZZ FESTIVAL,Juil.,ALLAH LAS,Montreux,2016.0
12.0,MONTREUX JAZZ FESTIVAL,Juil.,NEIL YOUNG & PROMISE OF THE REAL,Montreux,2016.0
12.0,MONTREUX JAZZ FESTIVAL,Juil.,ULF WAKENIUS,Montreux,2016.0
12.0,MONTREUX JAZZ FESTIVAL,Juil.,HAELOS,Montreux,2016.0
13.0,MONTREUX JAZZ FESTIVAL,Juil.,MAX JURY,Montreux,2016.0
13.0,MONTREUX JAZZ FESTIVAL,Juil.,A BU TRIO,Montreux,2016.0
13.0,MONTREUX JAZZ FESTIVAL,Juil.,RAG N BONE MAN,Montreux,2016.0
14.0,MONTREUX JAZZ FESTIVAL,Juil.,MARCUS MILLER,Montreux,2016.0
14.0,MONTREUX JAZZ FESTIVAL,Juil.,CURTIS STIGERS,Montreux,2016.0
14.0,MONTREUX JAZZ FESTIVAL,Juil.,FLOATING POINTS,Montreux,2016.0
15.0,MONTREUX JAZZ FESTIVAL,Juil.,WOODKID,Montreux,2016.0
15.0,MONTREUX JAZZ FESTIVAL,Juil.,FRANCOIS LINDEMANN,Montreux,2016.0
15.0,MONTREUX JAZZ FESTIVAL,Juil.,MHD,Montreux,2016.0
16.0,MONTREUX JAZZ FESTIVAL,Juil.,ZAPPA PLAYS ZAPPA,Montreux,2016.0
16.0,MONTREUX JAZZ FESTIVAL,Juil.,HAROLD LOPEZ NUSSA,Montreux,2016.0
16.0,MONTREUX JAZZ FESTIVAL,Juil.,LAOLU,Montreux,2016.0
3.0,MONTREUX JAZZ FESTIVAL,Juil.,JOHN LEGEND,Montreux,2015.0
3.0,MONTREUX JAZZ FESTIVAL,Juil.,SOAK,Montreux,2015.0
3.0,MONTREUX JAZZ FESTIVAL,Juil.,IBEYI,Montreux,2015.0
3.0,MONTREUX JAZZ FESTIVAL,Juil.,YARON HERMAN,Montreux,2015.0
4.0,MONTREUX JAZZ FESTIVAL,Juil.,SINEAD O'CONNOR,Montreux,2015.0
4.0,MONTREUX JAZZ FESTIVAL,Juil.,BUGGE WESSELTOFT,Montreux,2015.0
4.0,MONTREUX JAZZ FESTIVAL,Juil.,THYLACINE,Montreux,2015.0
5.0,MONTREUX JAZZ FESTIVAL,Juil.,THE CHEMICAL BROTHERS,Montreux,2015.0
5.0,MONTREUX JAZZ FESTIVAL,Juil.,TOMMY CASTRO,Montreux,2015.0
5.0,MONTREUX JAZZ FESTIVAL,Juil.,FOXYGEN,Montreux,2015.0
6.0,MONTREUX JAZZ FESTIVAL,Juil.,LADY GAGA,Montreux,2015.0
